"id","pir_score","light_score","temp_score","humidity_score","noise_score","aqi_score","total_score","status","timestamp"
"2580","100","100","93","100","100","82","96.45","Good","2026-04-16 14:28:02"
"2581","0","100","93","100","100","82","96.45","Good","2026-04-16 14:28:11"
"2582","100","100","93","100","100","82","96.45","Good","2026-04-16 14:28:14"
"2583","100","100","93","100","100","82","96.45","Good","2026-04-16 14:28:37"
"2584","0","100","93","100","100","82","96.45","Good","2026-04-16 14:28:42"
"2585","100","100","93","100","100","82","96.45","Good","2026-04-16 14:28:49"
"2586","0","100","93","100","100","82","96.45","Good","2026-04-16 14:29:13"
"2587","0","100","93","100","100","82","96.45","Good","2026-04-16 14:29:44"
"2588","0","100","93","100","100","86","96.85","Good","2026-04-16 14:30:15"
"2589","0","100","93","100","100","86","96.85","Good","2026-04-16 14:30:46"
"2590","0","100","93","100","100","86","96.85","Good","2026-04-16 14:31:17"
"2591","100","100","93","100","100","86","96.85","Good","2026-04-16 14:31:19"
"2592","100","100","93","100","100","86","96.85","Good","2026-04-16 14:31:36"
"2593","100","100","93","100","100","86","96.85","Good","2026-04-16 14:31:45"
"2594","0","100","93","100","100","86","96.85","Good","2026-04-16 14:31:48"
"2595","100","100","93","100","100","86","96.85","Good","2026-04-16 14:31:57"
"2596","100","100","93","100","100","86","96.85","Good","2026-04-16 14:32:09"
"2597","0","100","93","100","100","86","96.85","Good","2026-04-16 14:32:19"
"2598","0","100","93","100","100","86","96.85","Good","2026-04-16 14:32:49"
"2599","0","100","93","100","100","86","96.85","Good","2026-04-16 14:33:20"
"2600","100","100","93","100","100","86","96.85","Good","2026-04-16 14:33:44"
"2601","0","100","93","100","100","86","96.85","Good","2026-04-16 14:33:51"
"2602","100","100","93","100","100","86","96.85","Good","2026-04-16 14:33:56"
"2603","100","100","93","100","100","86","96.85","Good","2026-04-16 14:34:06"
"2604","0","100","93","100","100","86","96.85","Good","2026-04-16 14:34:22"
"2605","100","100","93","100","100","86","96.85","Good","2026-04-16 14:34:25"
"2606","100","100","93","100","100","86","96.85","Good","2026-04-16 14:34:34"
"2607","100","100","93","100","100","86","96.85","Good","2026-04-16 14:34:46"
"2608","0","100","93","100","100","86","96.85","Good","2026-04-16 14:34:53"
"2609","100","100","93","100","100","86","96.85","Good","2026-04-16 14:34:55"
"2610","100","100","93","100","100","86","96.85","Good","2026-04-16 14:35:07"
"2611","100","100","93","100","100","86","96.85","Good","2026-04-16 14:35:19"
"2612","0","100","93","100","100","86","96.85","Good","2026-04-16 14:35:24"
"2613","100","100","93","100","100","86","96.85","Good","2026-04-16 14:35:31"
"2614","100","100","93","100","100","86","96.85","Good","2026-04-16 14:35:38"
"2615","0","100","93","100","100","86","96.85","Good","2026-04-16 14:35:55"
"2616","100","100","93","100","100","86","96.85","Good","2026-04-16 14:36:19"
"2617","0","100","93","100","100","86","96.85","Good","2026-04-16 14:36:26"
"2618","100","100","93","100","100","86","96.85","Good","2026-04-16 14:36:28"
"2619","100","100","93","100","100","86","96.85","Good","2026-04-16 14:36:40"
"2620","100","100","93","100","100","86","96.85","Good","2026-04-16 14:36:52"
"2621","0","100","93","100","100","86","96.85","Good","2026-04-16 14:36:57"
"2622","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:06"
"2623","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:21"
"2624","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:28"
"2625","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:28"
"2626","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:32"
"2627","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:42"
"2628","100","100","93","100","100","86","96.85","Good","2026-04-16 14:37:54"
"2629","0","100","93","100","100","86","96.85","Good","2026-04-16 14:37:59"
"2630","100","100","93","100","100","86","96.85","Good","2026-04-16 14:38:03"
"2631","0","100","93","100","100","86","96.85","Good","2026-04-16 14:38:30"
"2632","0","100","93","100","100","86","96.85","Good","2026-04-16 14:39:00"
"2633","0","100","93","100","100","86","96.85","Good","2026-04-16 14:39:31"
"2634","0","100","93","100","100","86","96.85","Good","2026-04-16 14:40:02"
"2635","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:05"
"2636","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:12"
"2637","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:24"
"2638","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:31"
"2639","0","100","93","100","100","86","96.85","Good","2026-04-16 14:40:33"
"2640","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:43"
"2641","100","100","93","100","100","86","96.85","Good","2026-04-16 14:40:55"
"2642","100","100","93","100","100","86","96.85","Good","2026-04-16 14:41:02"
"2643","100","100","93","100","100","86","96.85","Good","2026-04-16 14:41:04"
"2644","100","100","93","100","100","86","96.85","Good","2026-04-16 14:41:14"
"2645","0","100","93","100","100","86","96.85","Good","2026-04-16 14:41:35"
"2646","0","100","93","100","100","86","96.85","Good","2026-04-16 14:42:06"
"2647","0","100","93","100","100","86","96.85","Good","2026-04-16 14:42:37"
"2648","0","100","93","100","100","86","96.85","Good","2026-04-16 14:43:08"
"2649","0","100","93","100","100","86","96.85","Good","2026-04-16 14:43:39"
"2650","0","100","93","100","100","86","96.85","Good","2026-04-16 14:44:10"
"2651","100","100","93","100","100","86","96.85","Good","2026-04-16 14:44:12"
"2652","100","100","93","100","100","86","96.85","Good","2026-04-16 14:44:21"
"2653","100","100","93","100","100","86","96.85","Good","2026-04-16 14:44:29"
"2654","100","100","93","100","100","86","96.85","Good","2026-04-16 14:44:38"
"2655","0","100","93","100","100","86","96.85","Good","2026-04-16 14:44:40"
"2656","0","100","93","100","100","86","96.85","Good","2026-04-16 14:45:11"
"2657","100","100","93","100","100","86","96.85","Good","2026-04-16 14:45:38"
"2658","0","100","93","100","100","86","96.85","Good","2026-04-16 14:45:42"
"2659","100","100","93","100","100","86","96.85","Good","2026-04-16 14:45:47"
"2660","100","100","93","100","100","86","96.85","Good","2026-04-16 14:45:59"
"2661","100","100","93","100","100","86","96.85","Good","2026-04-16 14:46:11"
"2662","0","100","93","100","100","86","96.85","Good","2026-04-16 14:46:13"
"2663","100","100","93","100","100","86","96.85","Good","2026-04-16 14:46:20"
"2664","100","100","93","100","100","86","96.85","Good","2026-04-16 14:46:35"
"2665","0","100","93","100","100","86","96.85","Good","2026-04-16 14:46:44"
"2666","100","100","93","100","100","86","96.85","Good","2026-04-16 14:46:49"
"2667","100","100","93","100","100","86","96.85","Good","2026-04-16 14:47:01"
"2668","100","100","93","100","100","86","96.85","Good","2026-04-16 14:47:10"
"2669","0","100","93","100","100","86","96.85","Good","2026-04-16 14:47:15"
"2670","0","100","93","100","100","86","96.85","Good","2026-04-16 14:47:46"
"2671","0","100","93","100","100","86","96.85","Good","2026-04-16 14:48:17"
"2672","0","100","93","100","100","86","96.85","Good","2026-04-16 14:48:48"
"2673","0","100","93","100","84","86","92.05","Good","2026-04-16 14:49:19"
"2674","0","100","93","100","100","86","96.85","Good","2026-04-16 14:49:50"
"2675","100","100","93","100","100","86","96.85","Good","2026-04-16 14:49:59"
"2676","100","100","93","100","100","86","96.85","Good","2026-04-16 14:50:11"
"2677","0","100","93","100","100","86","96.85","Good","2026-04-16 14:50:21"
"2678","100","100","93","100","100","86","96.85","Good","2026-04-16 14:50:23"
"2679","100","100","93","100","100","86","96.85","Good","2026-04-16 14:50:37"
"2680","100","100","93","100","100","86","96.85","Good","2026-04-16 14:50:47"
"2681","0","100","93","100","100","86","96.85","Good","2026-04-16 14:50:51"
"2682","100","100","93","100","100","86","96.85","Good","2026-04-16 14:51:06"
"2683","100","100","93","100","100","86","96.85","Good","2026-04-16 14:51:18"
"2684","0","100","93","100","100","86","96.85","Good","2026-04-16 14:51:22"
"2685","100","100","93","100","100","86","96.85","Good","2026-04-16 14:51:27"
"2686","0","100","93","100","100","86","96.85","Good","2026-04-16 14:51:53"
"2687","100","100","93","100","100","86","96.85","Good","2026-04-16 14:52:08"
"2688","100","100","93","100","100","86","96.85","Good","2026-04-16 14:52:17"
"2689","0","100","93","100","100","86","96.85","Good","2026-04-16 14:52:24"
"2690","0","100","93","100","100","86","96.85","Good","2026-04-16 14:52:55"
"2691","0","100","93","100","100","86","96.85","Good","2026-04-16 14:53:26"
"2692","100","100","93","100","100","86","96.85","Good","2026-04-16 14:53:47"
"2693","0","100","93","100","100","86","96.85","Good","2026-04-16 14:53:57"
"2694","100","100","93","100","100","86","96.85","Good","2026-04-16 14:53:59"
"2695","100","100","93","100","100","86","96.85","Good","2026-04-16 14:54:21"
"2696","0","100","93","100","100","86","96.85","Good","2026-04-16 14:54:28"
"2697","100","100","93","100","100","86","96.85","Good","2026-04-16 14:54:30"
"2698","100","100","93","100","100","86","96.85","Good","2026-04-16 14:54:42"
"2699","100","100","93","100","100","86","96.85","Good","2026-04-16 14:54:56"
"2700","100","100","93","100","100","86","96.85","Good","2026-04-16 14:54:59"
"2701","100","100","93","100","100","86","96.85","Good","2026-04-16 14:55:08"
"2702","100","100","93","100","100","86","96.85","Good","2026-04-16 14:55:18"
"2703","0","100","93","100","100","86","96.85","Good","2026-04-16 14:55:30"
"2704","100","100","93","100","100","86","96.85","Good","2026-04-16 14:55:37"
"2705","100","100","93","100","100","86","96.85","Good","2026-04-16 14:55:49"
"2706","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:01"
"2707","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:01"
"2708","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:10"
"2709","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:22"
"2710","0","100","93","100","100","86","96.85","Good","2026-04-16 14:56:31"
"2711","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:34"
"2712","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:43"
"2713","100","100","93","100","100","86","96.85","Good","2026-04-16 14:56:55"
"2714","0","100","93","100","100","86","96.85","Good","2026-04-16 14:57:02"
"2715","100","100","93","100","100","86","96.85","Good","2026-04-16 14:57:05"
"2716","100","100","93","100","100","86","96.85","Good","2026-04-16 14:57:17"
"2717","100","100","93","100","100","86","96.85","Good","2026-04-16 14:57:29"
"2718","0","100","93","100","100","86","96.85","Good","2026-04-16 14:57:33"
"2719","100","100","93","100","100","86","96.85","Good","2026-04-16 14:57:43"
"2720","100","91","93","100","100","86","94.6","Good","2026-04-16 14:57:52"
"2721","0","100","93","100","100","86","96.85","Good","2026-04-16 14:58:04"
"2722","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:07"
"2723","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:16"
"2724","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:26"
"2725","0","100","93","100","100","86","96.85","Good","2026-04-16 14:58:35"
"2726","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:38"
"2727","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:45"
"2728","100","100","93","100","100","86","96.85","Good","2026-04-16 14:58:54"
"2729","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:06"
"2730","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:06"
"2731","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:18"
"2732","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:27"
"2733","0","100","93","100","100","86","96.85","Good","2026-04-16 14:59:37"
"2734","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:39"
"2735","100","100","93","100","100","86","96.85","Good","2026-04-16 14:59:49"
"2736","100","100","93","100","100","86","96.85","Good","2026-04-16 15:00:06"
"2737","100","100","93","100","100","86","96.85","Good","2026-04-16 15:00:08"
"2738","100","100","93","100","100","86","96.85","Good","2026-04-16 15:00:17"
"2739","0","100","93","100","100","86","96.85","Good","2026-04-16 15:00:39"
"2740","100","100","93","100","100","86","96.85","Good","2026-04-16 15:00:41"
"2741","100","100","93","100","100","86","96.85","Good","2026-04-16 15:00:51"
"2742","0","100","93","100","100","86","96.85","Good","2026-04-16 15:01:10"
"2743","100","100","93","100","100","86","96.85","Good","2026-04-16 15:01:19"
"2744","100","100","93","100","100","86","96.85","Good","2026-04-16 15:01:29"
"2745","0","100","93","100","100","86","96.85","Good","2026-04-16 15:01:41"
"2746","0","100","93","100","100","86","96.85","Good","2026-04-16 15:02:12"
"2747","100","100","93","100","100","86","96.85","Good","2026-04-16 15:02:26"
"2748","100","100","93","100","100","86","96.85","Good","2026-04-16 15:02:40"
"2749","0","100","93","100","100","86","96.85","Good","2026-04-16 15:02:42"
"2750","100","100","93","100","100","86","96.85","Good","2026-04-16 15:02:52"
"2751","0","100","93","100","100","86","96.85","Good","2026-04-16 15:03:13"
"2752","0","100","93","100","100","86","96.85","Good","2026-04-16 15:03:44"
"2753","100","100","93","100","100","86","96.85","Good","2026-04-16 15:04:06"
"2754","0","100","93","100","100","86","96.85","Good","2026-04-16 15:04:15"
"2755","100","100","93","100","100","86","96.85","Good","2026-04-16 15:04:18"
"2756","100","100","93","100","100","86","96.85","Good","2026-04-16 15:04:29"
"2757","100","100","93","100","100","86","96.85","Good","2026-04-16 15:04:41"
"2758","0","100","93","100","100","86","96.85","Good","2026-04-16 15:04:46"
"2759","100","100","93","100","100","86","96.85","Good","2026-04-16 15:04:49"
"2760","100","100","93","100","100","86","96.85","Good","2026-04-16 15:05:00"
"2761","100","100","93","100","100","86","96.85","Good","2026-04-16 15:05:12"
"2762","0","100","93","100","100","86","96.85","Good","2026-04-16 15:05:17"
"2763","100","100","93","100","100","86","96.85","Good","2026-04-16 15:05:24"
"2764","100","100","93","100","100","86","96.85","Good","2026-04-16 15:05:34"
"2765","0","100","93","100","100","86","96.85","Good","2026-04-16 15:05:48"
"2766","100","100","93","100","100","86","96.85","Good","2026-04-16 15:05:53"
"2767","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:09"
"2768","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:19"
"2769","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:19"
"2770","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:31"
"2771","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:43"
"2772","0","100","93","100","100","86","96.85","Good","2026-04-16 15:06:50"
"2773","100","100","93","100","100","86","96.85","Good","2026-04-16 15:06:55"
"2774","100","100","93","100","100","86","96.85","Good","2026-04-16 15:07:06"
"2775","0","100","93","100","100","86","96.85","Good","2026-04-16 15:07:21"
"2776","100","100","93","100","100","86","96.85","Good","2026-04-16 15:07:25"
"2777","100","100","93","100","100","86","96.85","Good","2026-04-16 15:07:37"
"2778","0","100","93","100","100","86","96.85","Good","2026-04-16 15:07:52"
"2779","100","100","93","100","100","86","96.85","Good","2026-04-16 15:08:18"
"2780","0","100","93","100","100","86","96.85","Good","2026-04-16 15:08:23"
"2781","100","100","93","100","100","86","96.85","Good","2026-04-16 15:08:27"
"2782","100","100","93","100","100","86","96.85","Good","2026-04-16 15:08:34"
"2783","100","100","93","100","100","86","96.85","Good","2026-04-16 15:08:44"
"2784","0","100","93","100","100","86","96.85","Good","2026-04-16 15:08:53"
"2785","100","100","93","100","100","86","96.85","Good","2026-04-16 15:08:56"
"2786","100","100","93","100","100","86","96.85","Good","2026-04-16 15:09:08"
"2787","0","100","93","100","100","86","96.85","Good","2026-04-16 15:09:24"
"2788","100","100","93","100","100","86","96.85","Good","2026-04-16 15:09:27"
"2789","100","100","93","100","100","86","96.85","Good","2026-04-16 15:09:39"
"2790","100","100","93","100","100","86","96.85","Good","2026-04-16 15:09:48"
"2791","0","100","93","100","100","86","96.85","Good","2026-04-16 15:09:55"
"2792","100","64","93","100","100","86","87.85","Good","2026-04-16 15:09:58"
"2793","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:12"
"2794","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:21"
"2795","0","100","93","100","100","86","96.85","Good","2026-04-16 15:10:26"
"2796","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:33"
"2797","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:45"
"2798","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:57"
"2799","100","100","93","100","100","86","96.85","Good","2026-04-16 15:10:57"
"2800","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:04"
"2801","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:14"
"2802","0","100","93","100","100","86","96.85","Good","2026-04-16 15:11:28"
"2803","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:38"
"2804","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:45"
"2805","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:57"
"2806","100","100","93","100","100","86","96.85","Good","2026-04-16 15:11:59"
"2807","100","100","93","100","100","86","96.85","Good","2026-04-16 15:12:11"
"2808","100","100","93","100","100","86","96.85","Good","2026-04-16 15:12:23"
"2809","0","100","93","100","100","86","96.85","Good","2026-04-16 15:12:30"
"2810","100","100","93","100","100","86","96.85","Good","2026-04-16 15:12:32"
"2811","100","100","93","100","100","86","96.85","Good","2026-04-16 15:12:44"
"2812","100","100","93","100","100","86","96.85","Good","2026-04-16 15:12:54"
"2813","0","100","93","100","100","86","96.85","Good","2026-04-16 15:13:01"
"2814","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:08"
"2815","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:20"
"2816","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:32"
"2817","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:32"
"2818","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:41"
"2819","100","100","93","100","100","86","96.85","Good","2026-04-16 15:13:53"
"2820","0","100","93","100","100","86","96.85","Good","2026-04-16 15:14:03"
"2821","100","100","93","100","100","86","96.85","Good","2026-04-16 15:14:05"
"2822","100","100","93","100","100","86","96.85","Good","2026-04-16 15:14:17"
"2823","100","100","93","100","100","86","96.85","Good","2026-04-16 15:14:26"
"2824","0","100","93","100","100","86","96.85","Good","2026-04-16 15:14:34"
"2825","100","100","93","100","100","86","96.85","Good","2026-04-16 15:14:38"
"2826","0","100","93","100","100","86","96.85","Good","2026-04-16 15:15:05"
"2827","100","100","93","100","100","86","96.85","Good","2026-04-16 15:15:28"
"2828","0","100","93","100","100","86","96.85","Good","2026-04-16 15:15:35"
"2829","0","100","93","100","100","86","96.85","Good","2026-04-16 15:16:06"
"2830","0","100","93","100","100","86","96.85","Good","2026-04-16 15:16:37"
"2831","0","100","93","100","100","86","96.85","Good","2026-04-16 15:17:08"
"2832","0","100","93","100","100","86","96.85","Good","2026-04-16 15:17:39"
"2833","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:00"
"2834","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:10"
"2835","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:10"
"2836","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:19"
"2837","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:34"
"2838","0","100","93","100","100","86","96.85","Good","2026-04-16 15:18:41"
"2839","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:43"
"2840","100","100","93","100","100","86","96.85","Good","2026-04-16 15:18:55"
"2841","100","100","93","100","100","86","96.85","Good","2026-04-16 15:19:05"
"2842","0","100","93","100","100","86","96.85","Good","2026-04-16 15:19:12"
"2843","100","100","93","100","100","86","96.85","Good","2026-04-16 15:19:17"
"2844","100","100","93","100","100","86","96.85","Good","2026-04-16 15:19:33"
"2845","0","100","93","100","100","86","96.85","Good","2026-04-16 15:19:43"
"2846","100","100","93","100","100","86","96.85","Good","2026-04-16 15:19:47"
"2847","100","100","93","100","100","86","96.85","Good","2026-04-16 15:19:59"
"2848","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:09"
"2849","0","100","93","100","100","86","96.85","Good","2026-04-16 15:20:14"
"2850","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:21"
"2851","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:30"
"2852","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:42"
"2853","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:45"
"2854","100","100","93","100","100","86","96.85","Good","2026-04-16 15:20:54"
"2855","100","100","93","100","100","86","96.85","Good","2026-04-16 15:21:06"
"2856","0","100","93","100","100","86","96.85","Good","2026-04-16 15:21:15"
"2857","100","100","93","100","100","86","96.85","Good","2026-04-16 15:21:18"
"2858","100","100","93","100","100","86","96.85","Good","2026-04-16 15:21:30"
"2859","100","100","93","100","100","86","96.85","Good","2026-04-16 15:21:42"
"2860","0","100","93","100","100","86","96.85","Good","2026-04-16 15:21:46"
"2861","100","100","93","100","100","86","96.85","Good","2026-04-16 15:21:54"
"2862","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:06"
"2863","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:17"
"2864","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:17"
"2865","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:29"
"2866","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:41"
"2867","0","100","93","100","100","86","96.85","Good","2026-04-16 15:22:48"
"2868","100","100","93","100","100","86","96.85","Good","2026-04-16 15:22:53"
"2869","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:05"
"2870","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:17"
"2871","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:19"
"2872","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:31"
"2873","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:41"
"2874","0","100","93","100","100","86","96.85","Good","2026-04-16 15:23:50"
"2875","100","100","93","100","100","86","96.85","Good","2026-04-16 15:23:52"
"2876","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:04"
"2877","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:19"
"2878","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:21"
"2879","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:33"
"2880","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:45"
"2881","0","100","93","100","100","86","96.85","Good","2026-04-16 15:24:52"
"2882","100","100","93","100","100","86","96.85","Good","2026-04-16 15:24:54"
"2883","100","100","93","100","100","86","96.85","Good","2026-04-16 15:25:06"
"2884","100","100","93","100","100","86","96.85","Good","2026-04-16 15:25:18"
"2885","0","100","93","100","100","86","96.85","Good","2026-04-16 15:25:23"
"2886","100","100","93","100","100","86","96.85","Good","2026-04-16 15:25:30"
"2887","100","100","93","100","100","86","96.85","Good","2026-04-16 15:25:42"
"2888","0","100","93","100","100","86","96.85","Good","2026-04-16 15:25:54"
"2889","100","100","93","100","100","86","96.85","Good","2026-04-16 15:25:59"
"2890","100","100","93","100","100","86","96.85","Good","2026-04-16 15:26:08"
"2891","100","100","93","100","100","86","96.85","Good","2026-04-16 15:26:20"
"2892","0","100","93","100","100","86","96.85","Good","2026-04-16 15:26:25"
"2893","100","100","93","100","100","86","96.85","Good","2026-04-16 15:26:34"
"2894","100","100","93","100","100","86","96.85","Good","2026-04-16 15:26:48"
"2895","0","100","93","100","100","86","96.85","Good","2026-04-16 15:26:56"
"2896","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:03"
"2897","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:12"
"2898","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:24"
"2899","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:27"
"2900","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:36"
"2901","100","100","93","100","100","86","96.85","Good","2026-04-16 15:27:50"
"2902","0","100","93","100","100","86","96.85","Good","2026-04-16 15:27:57"
"2903","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:02"
"2904","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:14"
"2905","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:24"
"2906","0","100","93","100","100","86","96.85","Good","2026-04-16 15:28:28"
"2907","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:35"
"2908","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:47"
"2909","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:57"
"2910","100","100","93","100","100","86","96.85","Good","2026-04-16 15:28:59"
"2911","100","100","93","100","100","86","96.85","Good","2026-04-16 15:29:09"
"2912","100","100","93","100","100","86","96.85","Good","2026-04-16 15:29:21"
"2913","0","100","93","100","100","86","96.85","Good","2026-04-16 15:29:30"
"2914","100","100","93","100","100","86","96.85","Good","2026-04-16 15:29:33"
"2915","100","100","93","100","100","86","96.85","Good","2026-04-16 15:29:44"
"2916","100","100","93","100","100","86","96.85","Good","2026-04-16 15:29:56"
"2917","0","100","93","100","100","86","96.85","Good","2026-04-16 15:30:01"
"2918","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:11"
"2919","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:18"
"2920","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:32"
"2921","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:32"
"2922","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:44"
"2923","100","100","93","100","100","87","96.95","Good","2026-04-16 15:30:58"
"2924","0","100","93","100","100","87","96.95","Good","2026-04-16 15:31:03"
"2925","0","100","93","100","100","87","96.95","Good","2026-04-16 15:31:34"
"2926","0","100","93","100","100","87","96.95","Good","2026-04-16 15:32:05"
"2927","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:07"
"2928","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:19"
"2929","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:26"
"2930","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:36"
"2931","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:36"
"2932","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:45"
"2933","100","100","93","100","100","87","96.95","Good","2026-04-16 15:32:57"
"2934","0","100","93","100","100","87","96.95","Good","2026-04-16 15:33:07"
"2935","100","100","93","100","100","87","96.95","Good","2026-04-16 15:33:09"
"2936","100","100","93","100","100","87","96.95","Good","2026-04-16 15:33:21"
"2937","100","100","93","100","100","87","96.95","Good","2026-04-16 15:33:33"
"2938","0","100","93","100","100","87","96.95","Good","2026-04-16 15:33:38"
"2939","100","100","93","100","100","87","96.95","Good","2026-04-16 15:33:45"
"2940","100","100","93","100","100","87","96.95","Good","2026-04-16 15:33:54"
"2941","100","100","93","100","100","87","96.95","Good","2026-04-16 15:34:06"
"2942","0","100","93","100","100","87","96.95","Good","2026-04-16 15:34:08"
"2943","100","100","93","100","100","87","96.95","Good","2026-04-16 15:34:16"
"2944","0","100","93","100","100","87","96.95","Good","2026-04-16 15:34:39"
"2945","0","100","93","100","100","87","96.95","Good","2026-04-16 15:35:10"
"2946","0","100","93","100","100","87","96.95","Good","2026-04-16 15:35:41"
"2947","0","100","93","100","100","87","96.95","Good","2026-04-16 15:36:12"
"2948","100","100","93","100","100","87","96.95","Good","2026-04-16 15:36:41"
"2949","100","100","93","100","100","87","96.95","Good","2026-04-16 15:36:43"
"2950","100","100","93","100","100","87","96.95","Good","2026-04-16 15:36:55"
"2951","100","100","93","100","100","87","96.95","Good","2026-04-16 15:37:07"
"2952","0","100","93","100","100","87","96.95","Good","2026-04-16 15:37:14"
"2953","100","100","93","100","100","87","96.95","Good","2026-04-16 15:37:19"
"2954","100","100","93","100","100","87","96.95","Good","2026-04-16 15:37:26"
"2955","100","100","93","100","100","87","96.95","Good","2026-04-16 15:37:38"
"2956","0","100","93","100","100","87","96.95","Good","2026-04-16 15:37:45"
