"id","pir_motion","light_level","temperature","humidity","noise_level","timestamp"
"2344","1","126","24","46","609","2026-04-16 13:44:23"
"2345","1","220","24","46","611","2026-04-16 13:44:33"
"2346","1","127","24","47","613","2026-04-16 13:44:45"
"2347","0","126","24","46","612","2026-04-16 13:44:54"
"2348","1","126","24","47","609","2026-04-16 13:44:57"
"2349","1","127","24","47","614","2026-04-16 13:45:06"
"2350","1","126","24","46","612","2026-04-16 13:45:18"
"2351","0","126","24","46","611","2026-04-16 13:45:25"
"2352","1","126","24","46","610","2026-04-16 13:45:28"
"2353","1","127","24","46","611","2026-04-16 13:45:35"
"2354","1","125","24","46","608","2026-04-16 13:45:44"
"2355","1","126","24","46","612","2026-04-16 13:45:51"
"2356","0","172","24","46","612","2026-04-16 13:45:56"
"2357","1","126","24","46","612","2026-04-16 13:46:06"
"2358","1","126","24","46","609","2026-04-16 13:46:15"
"2359","1","126","24","46","611","2026-04-16 13:46:27"
"2360","1","126","24","46","611","2026-04-16 13:46:27"
"2361","1","125","24","46","611","2026-04-16 13:46:34"
"2362","1","126","24","46","613","2026-04-16 13:46:46"
"2363","1","126","24","46","612","2026-04-16 13:46:53"
"2364","0","126","24","46","613","2026-04-16 13:46:58"
"2365","0","126","24","46","611","2026-04-16 13:47:29"
"2366","1","126","24","46","610","2026-04-16 13:47:34"
"2367","1","126","24","46","612","2026-04-16 13:47:43"
"2368","1","126","24","46","612","2026-04-16 13:47:53"
"2369","0","127","24","46","611","2026-04-16 13:48:00"
"2370","1","126","24","46","611","2026-04-16 13:48:02"
"2371","1","126","24","46","612","2026-04-16 13:48:14"
"2372","1","126","24","46","606","2026-04-16 13:48:24"
"2373","0","126","24","46","609","2026-04-16 13:48:31"
"2374","1","126","24","46","613","2026-04-16 13:48:33"
"2375","1","126","24","46","611","2026-04-16 13:48:43"
"2376","1","127","24","46","606","2026-04-16 13:49:02"
"2377","1","127","24","46","606","2026-04-16 13:49:02"
"2378","0","127","24","46","611","2026-04-16 13:49:33"
"2379","0","127","24","46","610","2026-04-16 13:50:04"
"2380","1","126","24","46","606","2026-04-16 13:50:30"
"2381","0","129","24","46","611","2026-04-16 13:50:34"
"2382","1","129","24","46","608","2026-04-16 13:50:39"
"2383","1","129","24","45","611","2026-04-16 13:50:53"
"2384","1","129","24","45","612","2026-04-16 13:51:05"
"2385","1","129","24","45","612","2026-04-16 13:51:05"
"2386","1","127","24","45","610","2026-04-16 13:51:17"
"2387","1","125","24","45","608","2026-04-16 13:51:29"
"2388","0","129","24","45","612","2026-04-16 13:51:36"
"2389","1","127","24","45","611","2026-04-16 13:51:39"
"2390","1","127","24","45","607","2026-04-16 13:51:58"
"2391","0","129","24","45","611","2026-04-16 13:52:07"
"2392","1","189","24","45","611","2026-04-16 13:52:10"
"2393","1","128","24","45","611","2026-04-16 13:52:19"
"2394","1","127","24","45","606","2026-04-16 13:52:26"
"2395","1","127","24","46","613","2026-04-16 13:52:38"
"2396","1","127","24","46","613","2026-04-16 13:52:38"
"2397","1","129","24","45","612","2026-04-16 13:53:00"
"2398","0","127","24","45","613","2026-04-16 13:53:09"
"2399","1","128","24","45","612","2026-04-16 13:53:11"
"2400","1","127","24","45","611","2026-04-16 13:53:21"
"2401","1","127","24","46","611","2026-04-16 13:53:33"
"2402","0","127","24","45","611","2026-04-16 13:53:40"
"2403","1","126","24","46","611","2026-04-16 13:53:42"
"2404","1","127","24","45","610","2026-04-16 13:53:54"
"2405","1","127","24","45","613","2026-04-16 13:54:04"
"2406","0","127","24","45","610","2026-04-16 13:54:11"
"2407","1","127","24","45","609","2026-04-16 13:54:18"
"2408","0","128","24","45","613","2026-04-16 13:54:42"
"2409","0","128","24","46","607","2026-04-16 13:55:13"
"2410","0","127","24","46","611","2026-04-16 13:55:44"
"2411","1","127","24","46","613","2026-04-16 13:56:00"
"2412","1","128","24","46","611","2026-04-16 13:56:10"
"2413","0","126","24","46","609","2026-04-16 13:56:15"
"2414","1","127","24","46","613","2026-04-16 13:56:22"
"2415","1","126","24","46","613","2026-04-16 13:56:29"
"2416","1","126","24","46","612","2026-04-16 13:56:36"
"2417","0","127","24","46","613","2026-04-16 13:56:45"
"2418","1","127","24","46","612","2026-04-16 13:57:00"
"2419","1","126","24","46","608","2026-04-16 13:57:07"
"2420","0","127","24","46","612","2026-04-16 13:57:16"
"2421","1","127","24","46","611","2026-04-16 13:57:19"
"2422","1","126","24","46","612","2026-04-16 13:57:31"
"2423","0","128","24","46","608","2026-04-16 13:57:47"
"2424","0","127","24","46","613","2026-04-16 13:58:18"
"2425","0","127","24","46","612","2026-04-16 13:58:49"
"2426","1","128","24","46","611","2026-04-16 13:58:56"
"2427","1","128","24","45","607","2026-04-16 13:59:06"
"2428","1","127","24","45","611","2026-04-16 13:59:15"
"2429","0","127","24","45","610","2026-04-16 13:59:20"
"2430","1","128","24","45","611","2026-04-16 13:59:27"
"2431","1","127","24","46","610","2026-04-16 13:59:34"
"2432","1","127","24","46","610","2026-04-16 13:59:44"
"2433","0","128","24","46","611","2026-04-16 13:59:51"
"2434","1","127","24","46","613","2026-04-16 13:59:58"
"2435","1","129","24","46","612","2026-04-16 14:00:08"
"2436","0","126","24","46","607","2026-04-16 14:00:22"
"2437","0","126","24","46","611","2026-04-16 14:00:53"
"2438","1","127","24","45","607","2026-04-16 14:01:21"
"2439","0","126","24","45","607","2026-04-16 14:01:24"
"2440","1","125","24","45","614","2026-04-16 14:01:31"
"2441","1","126","24","45","612","2026-04-16 14:01:43"
"2442","1","126","24","45","607","2026-04-16 14:01:52"
"2443","1","126","24","45","614","2026-04-16 14:01:55"
"2444","1","126","24","45","610","2026-04-16 14:02:02"
"2445","1","126","24","45","614","2026-04-16 14:02:11"
"2446","1","126","24","45","612","2026-04-16 14:02:18"
"2447","0","126","24","45","614","2026-04-16 14:02:26"
"2448","1","127","24","45","608","2026-04-16 14:02:28"
"2449","1","126","24","46","608","2026-04-16 14:02:37"
"2450","1","126","24","46","610","2026-04-16 14:02:47"
"2451","1","126","24","45","607","2026-04-16 14:02:56"
"2452","1","126","24","45","607","2026-04-16 14:02:56"
"2453","1","127","24","45","610","2026-04-16 14:03:04"
"2454","1","124","24","46","612","2026-04-16 14:03:15"
"2455","0","125","24","45","612","2026-04-16 14:03:27"
"2456","1","126","24","45","612","2026-04-16 14:03:30"
"2457","0","126","24","45","612","2026-04-16 14:03:58"
"2458","0","123","24","45","613","2026-04-16 14:04:29"
"2459","0","126","24","46","610","2026-04-16 14:05:00"
"2460","1","126","24","46","610","2026-04-16 14:05:10"
"2461","1","127","24","46","611","2026-04-16 14:05:19"
"2462","1","125","24","46","609","2026-04-16 14:05:31"
"2463","1","125","24","46","609","2026-04-16 14:05:31"
"2464","1","126","24","46","610","2026-04-16 14:05:38"
"2465","1","126","24","46","610","2026-04-16 14:05:48"
"2466","1","126","24","46","607","2026-04-16 14:05:57"
"2467","0","128","24","46","606","2026-04-16 14:06:02"
"2468","1","127","24","46","613","2026-04-16 14:06:26"
"2469","0","127","24","46","610","2026-04-16 14:06:33"
"2470","1","128","24","46","611","2026-04-16 14:06:38"
"2471","1","128","24","46","612","2026-04-16 14:06:47"
"2472","1","128","24","47","611","2026-04-16 14:06:59"
"2473","1","127","24","46","607","2026-04-16 14:07:04"
"2474","1","127","24","46","607","2026-04-16 14:07:04"
"2475","1","127","24","46","611","2026-04-16 14:07:23"
"2476","1","127","24","46","611","2026-04-16 14:07:32"
"2477","0","125","24","46","612","2026-04-16 14:07:35"
"2478","1","125","24","46","612","2026-04-16 14:07:42"
"2479","1","128","24","46","612","2026-04-16 14:07:54"
"2480","1","128","24","46","611","2026-04-16 14:08:03"
"2481","0","128","24","47","610","2026-04-16 14:08:06"
"2482","1","127","24","46","606","2026-04-16 14:08:13"
"2483","1","129","24","46","611","2026-04-16 14:08:22"
"2484","1","127","24","46","608","2026-04-16 14:08:32"
"2485","0","128","24","46","609","2026-04-16 14:08:37"
"2486","1","127","24","46","611","2026-04-16 14:08:39"
"2487","1","128","24","46","612","2026-04-16 14:08:48"
"2488","1","126","24","46","612","2026-04-16 14:09:00"
"2489","0","127","24","46","614","2026-04-16 14:09:07"
"2490","1","127","24","46","610","2026-04-16 14:09:10"
"2491","1","127","24","46","610","2026-04-16 14:09:19"
"2492","1","126","24","46","610","2026-04-16 14:09:31"
"2493","0","126","24","46","608","2026-04-16 14:09:38"
"2494","0","126","24","46","607","2026-04-16 14:10:09"
"2495","0","127","24","45","608","2026-04-16 14:10:40"
"2496","1","127","24","45","614","2026-04-16 14:10:43"
"2497","1","126","24","46","608","2026-04-16 14:10:54"
"2498","1","126","24","45","612","2026-04-16 14:11:06"
"2499","0","126","24","45","612","2026-04-16 14:11:11"
"2500","1","124","24","45","608","2026-04-16 14:11:18"
"2501","1","125","24","45","609","2026-04-16 14:11:30"
"2502","0","127","24","45","610","2026-04-16 14:11:42"
"2503","0","127","24","45","610","2026-04-16 14:12:13"
"2504","0","127","24","45","612","2026-04-16 14:12:44"
"2505","0","126","24","45","612","2026-04-16 14:13:15"
"2506","1","128","24","45","612","2026-04-16 14:13:43"
"2507","0","127","24","45","611","2026-04-16 14:13:46"
"2508","1","127","24","45","612","2026-04-16 14:13:53"
"2509","1","128","24","45","612","2026-04-16 14:14:05"
"2510","1","127","24","45","612","2026-04-16 14:14:14"
"2511","1","127","24","45","613","2026-04-16 14:14:17"
"2512","0","127","24","45","613","2026-04-16 14:14:47"
"2513","0","126","24","45","613","2026-04-16 14:15:18"
"2514","0","127","24","45","608","2026-04-16 14:15:49"
"2515","0","127","24","45","610","2026-04-16 14:16:20"
"2516","0","127","24","45","615","2026-04-16 14:16:51"
"2517","0","126","24","45","612","2026-04-16 14:17:22"
"2518","0","127","24","45","610","2026-04-16 14:17:53"
"2519","0","127","24","45","613","2026-04-16 14:18:24"
"2520","0","126","24","45","613","2026-04-16 14:18:55"
"2521","1","127","24","45","611","2026-04-16 14:19:21"
"2522","0","127","24","45","581","2026-04-16 14:19:26"
"2523","1","127","24","45","611","2026-04-16 14:19:33"
"2524","1","128","24","45","611","2026-04-16 14:19:45"
"2525","1","128","24","45","609","2026-04-16 14:19:57"
"2526","1","128","24","45","609","2026-04-16 14:19:57"
"2527","1","128","24","45","614","2026-04-16 14:20:08"
"2528","1","126","24","45","613","2026-04-16 14:20:23"
"2529","0","127","24","45","612","2026-04-16 14:20:27"
"2530","1","126","24","45","614","2026-04-16 14:20:30"
"2531","1","127","24","45","613","2026-04-16 14:20:49"
"2532","0","127","24","45","612","2026-04-16 14:20:58"
"2533","1","127","24","45","607","2026-04-16 14:21:01"
"2534","1","127","24","45","608","2026-04-16 14:21:10"
"2535","1","126","24","45","608","2026-04-16 14:21:22"
"2536","0","126","24","45","610","2026-04-16 14:21:29"
"2537","1","127","24","45","607","2026-04-16 14:21:34"
"2538","1","127","24","45","612","2026-04-16 14:21:48"
"2539","0","127","24","45","611","2026-04-16 14:22:00"
"2540","1","127","24","45","614","2026-04-16 14:22:07"
"2541","1","127","24","45","611","2026-04-16 14:22:17"
"2542","0","126","24","45","613","2026-04-16 14:22:31"
"2543","1","127","24","45","611","2026-04-16 14:22:57"
"2544","0","127","24","45","612","2026-04-16 14:23:02"
"2545","1","127","24","45","606","2026-04-16 14:23:07"
"2546","1","127","24","45","612","2026-04-16 14:23:19"
"2547","1","127","24","45","611","2026-04-16 14:23:31"
"2548","1","127","24","45","612","2026-04-16 14:23:33"
"2549","1","126","24","45","607","2026-04-16 14:23:40"
"2550","1","126","24","45","612","2026-04-16 14:23:52"
"2551","1","126","24","45","609","2026-04-16 14:24:04"
"2552","1","126","24","45","609","2026-04-16 14:24:04"
"2553","1","127","24","45","611","2026-04-16 14:24:16"
"2554","1","127","24","45","613","2026-04-16 14:24:28"
"2555","1","127","24","45","607","2026-04-16 14:24:35"
"2556","1","127","24","45","607","2026-04-16 14:24:35"
"2557","1","127","24","45","611","2026-04-16 14:24:47"
"2558","1","128","24","45","610","2026-04-16 14:24:54"
"2559","1","128","24","45","610","2026-04-16 14:25:01"
"2560","0","126","24","45","607","2026-04-16 14:25:06"
"2561","1","127","24","45","614","2026-04-16 14:25:11"
"2562","0","128","24","45","613","2026-04-16 14:25:37"
"2563","1","127","24","45","608","2026-04-16 14:25:46"
"2564","1","127","24","45","610","2026-04-16 14:25:56"
"2565","1","128","24","45","612","2026-04-16 14:26:08"
"2566","1","128","24","45","612","2026-04-16 14:26:08"
"2567","1","127","24","45","611","2026-04-16 14:26:17"
"2568","1","127","24","45","613","2026-04-16 14:26:27"
"2569","1","127","24","45","613","2026-04-16 14:26:38"
"2570","1","127","24","45","613","2026-04-16 14:26:38"
"2571","1","126","24","45","613","2026-04-16 14:26:48"
"2572","1","129","24","45","608","2026-04-16 14:26:58"
"2573","1","127","24","45","611","2026-04-16 14:27:07"
"2574","1","127","24","45","612","2026-04-16 14:27:09"
"2575","1","126","24","45","609","2026-04-16 14:27:19"
"2576","1","126","24","45","613","2026-04-16 14:27:31"
"2577","0","126","24","45","612","2026-04-16 14:27:40"
"2578","1","126","24","45","608","2026-04-16 14:27:43"
"2579","1","126","24","45","609","2026-04-16 14:27:52"
"2580","1","126","24","45","613","2026-04-16 14:28:02"
"2581","0","126","24","45","612","2026-04-16 14:28:11"
"2582","1","127","24","45","613","2026-04-16 14:28:14"
"2583","1","127","24","45","611","2026-04-16 14:28:37"
"2584","0","128","24","45","611","2026-04-16 14:28:42"
"2585","1","127","24","45","610","2026-04-16 14:28:49"
"2586","0","127","24","45","611","2026-04-16 14:29:13"
"2587","0","127","24","45","611","2026-04-16 14:29:44"
"2588","0","127","24","45","611","2026-04-16 14:30:15"
"2589","0","126","24","45","611","2026-04-16 14:30:46"
"2590","0","127","24","45","612","2026-04-16 14:31:17"
"2591","1","126","24","45","613","2026-04-16 14:31:19"
"2592","1","127","24","45","612","2026-04-16 14:31:36"
"2593","1","127","24","45","607","2026-04-16 14:31:45"
"2594","0","127","24","45","607","2026-04-16 14:31:48"
"2595","1","127","24","45","611","2026-04-16 14:31:57"
"2596","1","127","24","45","611","2026-04-16 14:32:09"
"2597","0","126","24","45","608","2026-04-16 14:32:19"
"2598","0","127","24","45","612","2026-04-16 14:32:49"
"2599","0","126","24","45","614","2026-04-16 14:33:20"
"2600","1","126","24","45","615","2026-04-16 14:33:44"
"2601","0","126","24","45","610","2026-04-16 14:33:51"
"2602","1","126","24","45","612","2026-04-16 14:33:56"
"2603","1","127","24","45","606","2026-04-16 14:34:06"
"2604","0","126","24","45","609","2026-04-16 14:34:22"
"2605","1","126","24","45","611","2026-04-16 14:34:25"
"2606","1","126","24","45","612","2026-04-16 14:34:34"
"2607","1","127","24","45","607","2026-04-16 14:34:46"
"2608","0","127","24","45","611","2026-04-16 14:34:53"
"2609","1","127","24","45","611","2026-04-16 14:34:55"
"2610","1","127","24","45","607","2026-04-16 14:35:07"
"2611","1","126","24","45","612","2026-04-16 14:35:19"
"2612","0","126","24","45","612","2026-04-16 14:35:24"
"2613","1","127","24","45","608","2026-04-16 14:35:31"
"2614","1","127","24","45","612","2026-04-16 14:35:38"
"2615","0","126","24","45","608","2026-04-16 14:35:55"
"2616","1","126","24","45","609","2026-04-16 14:36:19"
"2617","0","126","24","45","613","2026-04-16 14:36:26"
"2618","1","126","24","45","612","2026-04-16 14:36:28"
"2619","1","127","24","45","612","2026-04-16 14:36:40"
"2620","1","126","24","45","611","2026-04-16 14:36:52"
"2621","0","127","24","45","612","2026-04-16 14:36:57"
"2622","1","126","24","45","611","2026-04-16 14:37:06"
"2623","1","127","24","45","610","2026-04-16 14:37:21"
"2624","1","126","24","45","613","2026-04-16 14:37:28"
"2625","1","126","24","45","613","2026-04-16 14:37:28"
"2626","1","126","24","45","608","2026-04-16 14:37:32"
"2627","1","127","24","45","611","2026-04-16 14:37:42"
"2628","1","126","24","45","609","2026-04-16 14:37:54"
"2629","0","125","24","45","606","2026-04-16 14:37:59"
"2630","1","126","24","45","609","2026-04-16 14:38:03"
"2631","0","126","24","45","612","2026-04-16 14:38:30"
"2632","0","126","24","45","607","2026-04-16 14:39:00"
"2633","0","127","24","45","611","2026-04-16 14:39:31"
"2634","0","127","24","45","611","2026-04-16 14:40:02"
"2635","1","126","24","45","613","2026-04-16 14:40:05"
"2636","1","126","24","46","613","2026-04-16 14:40:12"
"2637","1","126","24","46","611","2026-04-16 14:40:24"
"2638","1","126","24","46","611","2026-04-16 14:40:31"
"2639","0","126","24","45","610","2026-04-16 14:40:33"
"2640","1","126","24","45","611","2026-04-16 14:40:43"
"2641","1","126","24","45","612","2026-04-16 14:40:55"
"2642","1","126","24","45","607","2026-04-16 14:41:02"
"2643","1","126","24","45","610","2026-04-16 14:41:04"
"2644","1","126","24","45","605","2026-04-16 14:41:14"
"2645","0","126","24","45","612","2026-04-16 14:41:35"
"2646","0","126","24","45","607","2026-04-16 14:42:06"
"2647","0","125","24","46","610","2026-04-16 14:42:37"
"2648","0","126","24","45","607","2026-04-16 14:43:08"
"2649","0","125","24","45","612","2026-04-16 14:43:39"
"2650","0","126","24","45","608","2026-04-16 14:44:10"
"2651","1","129","24","45","611","2026-04-16 14:44:12"
"2652","1","126","24","46","611","2026-04-16 14:44:21"
"2653","1","126","24","46","607","2026-04-16 14:44:29"
"2654","1","126","24","46","608","2026-04-16 14:44:38"
"2655","0","127","24","46","610","2026-04-16 14:44:40"
"2656","0","126","24","46","613","2026-04-16 14:45:11"
"2657","1","126","24","45","609","2026-04-16 14:45:38"
"2658","0","126","24","45","609","2026-04-16 14:45:42"
"2659","1","126","24","45","612","2026-04-16 14:45:47"
"2660","1","126","24","45","609","2026-04-16 14:45:59"
"2661","1","126","24","45","612","2026-04-16 14:46:11"
"2662","0","126","24","45","610","2026-04-16 14:46:13"
"2663","1","126","24","45","607","2026-04-16 14:46:20"
"2664","1","126","24","45","613","2026-04-16 14:46:35"
"2665","0","128","24","45","611","2026-04-16 14:46:44"
"2666","1","127","24","45","611","2026-04-16 14:46:49"
"2667","1","127","24","45","610","2026-04-16 14:47:01"
"2668","1","128","24","45","613","2026-04-16 14:47:10"
"2669","0","127","24","45","612","2026-04-16 14:47:15"
"2670","0","128","24","45","612","2026-04-16 14:47:46"
"2671","0","129","24","45","612","2026-04-16 14:48:17"
"2672","0","128","24","45","612","2026-04-16 14:48:48"
"2673","0","128","24","45","673","2026-04-16 14:49:19"
"2674","0","127","24","45","609","2026-04-16 14:49:50"
"2675","1","127","24","45","613","2026-04-16 14:49:59"
"2676","1","126","24","45","612","2026-04-16 14:50:11"
"2677","0","126","24","45","614","2026-04-16 14:50:21"
"2678","1","127","24","45","612","2026-04-16 14:50:23"
"2679","1","127","24","45","613","2026-04-16 14:50:37"
"2680","1","127","24","45","610","2026-04-16 14:50:47"
"2681","0","127","24","45","611","2026-04-16 14:50:51"
"2682","1","126","24","45","611","2026-04-16 14:51:06"
"2683","1","127","24","45","612","2026-04-16 14:51:18"
"2684","0","126","24","45","612","2026-04-16 14:51:22"
"2685","1","126","24","45","612","2026-04-16 14:51:27"
"2686","0","126","24","46","612","2026-04-16 14:51:53"
"2687","1","126","24","45","612","2026-04-16 14:52:08"
"2688","1","126","24","45","611","2026-04-16 14:52:17"
"2689","0","126","24","45","609","2026-04-16 14:52:24"
"2690","0","126","24","45","609","2026-04-16 14:52:55"
"2691","0","127","24","45","613","2026-04-16 14:53:26"
"2692","1","126","24","45","612","2026-04-16 14:53:47"
"2693","0","126","24","46","613","2026-04-16 14:53:57"
"2694","1","126","24","45","612","2026-04-16 14:53:59"
"2695","1","129","24","45","611","2026-04-16 14:54:21"
"2696","0","127","24","45","612","2026-04-16 14:54:28"
"2697","1","128","24","45","613","2026-04-16 14:54:30"
"2698","1","128","24","45","613","2026-04-16 14:54:42"
"2699","1","126","24","45","611","2026-04-16 14:54:56"
"2700","1","126","24","45","611","2026-04-16 14:54:59"
"2701","1","126","24","45","613","2026-04-16 14:55:08"
"2702","1","126","24","45","610","2026-04-16 14:55:18"
"2703","0","125","24","45","611","2026-04-16 14:55:30"
"2704","1","126","24","45","609","2026-04-16 14:55:37"
"2705","1","126","24","45","614","2026-04-16 14:55:49"
"2706","1","126","24","45","612","2026-04-16 14:56:01"
"2707","1","126","24","45","612","2026-04-16 14:56:01"
"2708","1","126","24","45","612","2026-04-16 14:56:10"
"2709","1","126","24","45","607","2026-04-16 14:56:22"
"2710","0","126","24","45","611","2026-04-16 14:56:31"
"2711","1","125","24","45","613","2026-04-16 14:56:34"
"2712","1","126","24","45","612","2026-04-16 14:56:43"
"2713","1","126","24","45","611","2026-04-16 14:56:55"
"2714","0","126","24","45","609","2026-04-16 14:57:02"
"2715","1","126","24","45","613","2026-04-16 14:57:05"
"2716","1","126","24","45","613","2026-04-16 14:57:17"
"2717","1","126","24","45","611","2026-04-16 14:57:29"
"2718","0","126","24","45","611","2026-04-16 14:57:33"
"2719","1","126","24","45","615","2026-04-16 14:57:43"
"2720","1","159","24","45","612","2026-04-16 14:57:52"
"2721","0","126","24","45","612","2026-04-16 14:58:04"
"2722","1","126","24","45","612","2026-04-16 14:58:07"
"2723","1","126","24","45","611","2026-04-16 14:58:16"
"2724","1","126","24","45","606","2026-04-16 14:58:26"
"2725","0","126","24","45","611","2026-04-16 14:58:35"
"2726","1","126","24","45","608","2026-04-16 14:58:38"
"2727","1","127","24","45","610","2026-04-16 14:58:45"
"2728","1","126","24","45","611","2026-04-16 14:58:54"
"2729","1","126","24","45","614","2026-04-16 14:59:06"
"2730","1","126","24","45","614","2026-04-16 14:59:06"
"2731","1","126","24","45","611","2026-04-16 14:59:18"
"2732","1","126","24","45","607","2026-04-16 14:59:27"
"2733","0","125","24","45","608","2026-04-16 14:59:37"
"2734","1","126","24","45","612","2026-04-16 14:59:39"
"2735","1","125","24","45","607","2026-04-16 14:59:49"
"2736","1","130","24","45","613","2026-04-16 15:00:06"
"2737","1","126","24","45","613","2026-04-16 15:00:08"
"2738","1","126","24","45","610","2026-04-16 15:00:17"
"2739","0","126","24","45","606","2026-04-16 15:00:39"
"2740","1","126","24","45","613","2026-04-16 15:00:41"
"2741","1","127","24","45","605","2026-04-16 15:00:51"
"2742","0","126","24","45","613","2026-04-16 15:01:10"
"2743","1","126","24","45","607","2026-04-16 15:01:19"
"2744","1","127","24","45","611","2026-04-16 15:01:29"
"2745","0","126","24","45","611","2026-04-16 15:01:41"
"2746","0","127","24","45","613","2026-04-16 15:02:12"
"2747","1","125","24","45","610","2026-04-16 15:02:26"
"2748","1","126","24","45","613","2026-04-16 15:02:40"
"2749","0","126","24","45","613","2026-04-16 15:02:42"
"2750","1","126","24","45","611","2026-04-16 15:02:52"
"2751","0","127","24","45","609","2026-04-16 15:03:13"
"2752","0","126","24","45","611","2026-04-16 15:03:44"
"2753","1","127","24","45","609","2026-04-16 15:04:06"
"2754","0","127","24","45","611","2026-04-16 15:04:15"
"2755","1","126","24","45","607","2026-04-16 15:04:18"
"2756","1","127","24","45","612","2026-04-16 15:04:29"
"2757","1","127","24","45","613","2026-04-16 15:04:41"
"2758","0","126","24","45","611","2026-04-16 15:04:46"
"2759","1","127","24","45","612","2026-04-16 15:04:49"
"2760","1","127","24","45","611","2026-04-16 15:05:00"
"2761","1","127","24","45","608","2026-04-16 15:05:12"
"2762","0","126","24","45","612","2026-04-16 15:05:17"
"2763","1","126","24","45","613","2026-04-16 15:05:24"
"2764","1","126","24","45","612","2026-04-16 15:05:34"
"2765","0","125","24","45","613","2026-04-16 15:05:48"
"2766","1","126","24","45","607","2026-04-16 15:05:53"
"2767","1","126","24","45","613","2026-04-16 15:06:09"
"2768","1","127","24","45","612","2026-04-16 15:06:19"
"2769","1","127","24","45","612","2026-04-16 15:06:19"
"2770","1","125","24","45","612","2026-04-16 15:06:31"
"2771","1","126","24","45","609","2026-04-16 15:06:43"
"2772","0","127","24","45","615","2026-04-16 15:06:50"
"2773","1","126","24","45","612","2026-04-16 15:06:55"
"2774","1","126","24","45","612","2026-04-16 15:07:06"
"2775","0","126","24","45","612","2026-04-16 15:07:21"
"2776","1","126","24","45","607","2026-04-16 15:07:25"
"2777","1","126","24","45","606","2026-04-16 15:07:37"
"2778","0","126","24","45","612","2026-04-16 15:07:52"
"2779","1","126","24","45","610","2026-04-16 15:08:18"
"2780","0","128","24","45","611","2026-04-16 15:08:23"
"2781","1","127","24","45","609","2026-04-16 15:08:27"
"2782","1","128","24","45","613","2026-04-16 15:08:34"
"2783","1","128","24","45","559","2026-04-16 15:08:44"
"2784","0","128","24","45","612","2026-04-16 15:08:53"
"2785","1","127","24","45","614","2026-04-16 15:08:56"
"2786","1","127","24","45","612","2026-04-16 15:09:08"
"2787","0","126","24","45","611","2026-04-16 15:09:24"
"2788","1","126","24","45","611","2026-04-16 15:09:27"
"2789","1","126","24","45","612","2026-04-16 15:09:39"
"2790","1","126","24","45","609","2026-04-16 15:09:48"
"2791","0","127","24","45","611","2026-04-16 15:09:55"
"2792","1","212","24","45","612","2026-04-16 15:09:58"
"2793","1","126","24","45","609","2026-04-16 15:10:12"
"2794","1","126","24","45","611","2026-04-16 15:10:21"
"2795","0","126","24","45","610","2026-04-16 15:10:26"
"2796","1","124","24","45","607","2026-04-16 15:10:33"
"2797","1","125","24","45","611","2026-04-16 15:10:45"
"2798","1","126","24","45","611","2026-04-16 15:10:57"
"2799","1","126","24","45","611","2026-04-16 15:10:57"
"2800","1","125","24","45","608","2026-04-16 15:11:04"
"2801","1","125","24","45","608","2026-04-16 15:11:14"
"2802","0","126","24","45","610","2026-04-16 15:11:28"
"2803","1","125","24","45","609","2026-04-16 15:11:38"
"2804","1","126","24","45","612","2026-04-16 15:11:45"
"2805","1","126","24","45","611","2026-04-16 15:11:57"
"2806","1","126","24","45","611","2026-04-16 15:11:59"
"2807","1","126","24","45","612","2026-04-16 15:12:11"
"2808","1","126","24","45","612","2026-04-16 15:12:23"
"2809","0","126","24","45","608","2026-04-16 15:12:30"
"2810","1","126","24","45","612","2026-04-16 15:12:32"
"2811","1","126","24","45","613","2026-04-16 15:12:44"
"2812","1","126","24","45","612","2026-04-16 15:12:54"
"2813","0","125","24","45","610","2026-04-16 15:13:01"
"2814","1","126","24","45","607","2026-04-16 15:13:08"
"2815","1","127","24","45","608","2026-04-16 15:13:20"
"2816","1","126","24","45","611","2026-04-16 15:13:32"
"2817","1","126","24","45","611","2026-04-16 15:13:32"
"2818","1","126","24","45","609","2026-04-16 15:13:41"
"2819","1","126","24","45","612","2026-04-16 15:13:53"
"2820","0","125","24","45","612","2026-04-16 15:14:03"
"2821","1","126","24","45","611","2026-04-16 15:14:05"
"2822","1","126","24","45","614","2026-04-16 15:14:17"
"2823","1","126","24","45","609","2026-04-16 15:14:26"
"2824","0","126","24","45","614","2026-04-16 15:14:34"
"2825","1","126","24","45","612","2026-04-16 15:14:38"
"2826","0","126","24","45","607","2026-04-16 15:15:05"
"2827","1","126","24","45","612","2026-04-16 15:15:28"
"2828","0","126","24","45","610","2026-04-16 15:15:35"
"2829","0","126","24","45","610","2026-04-16 15:16:06"
"2830","0","126","24","45","611","2026-04-16 15:16:37"
"2831","0","126","24","45","612","2026-04-16 15:17:08"
"2832","0","126","24","45","613","2026-04-16 15:17:39"
"2833","1","125","24","45","610","2026-04-16 15:18:00"
"2834","1","126","24","45","613","2026-04-16 15:18:10"
"2835","1","126","24","45","613","2026-04-16 15:18:10"
"2836","1","126","24","45","613","2026-04-16 15:18:19"
"2837","1","127","24","45","612","2026-04-16 15:18:34"
"2838","0","126","24","45","611","2026-04-16 15:18:41"
"2839","1","126","24","45","608","2026-04-16 15:18:43"
"2840","1","126","24","45","612","2026-04-16 15:18:55"
"2841","1","123","24","45","613","2026-04-16 15:19:05"
